User,Tweet,Date
SARwatchMED,"RT @BrunoTersago: ""The agency is under pressure over allegations that it was involved in the illegal pushbacks of migrants, notably in the…",2022-10-19 00:01:51+00:00
SARwatchMED,RT @112canarias: En la segunda patera venían 33 varones de origen magrebí.,2022-10-19 00:01:48+00:00
SARwatchMED,"RT @112canarias: Durante la jornada de hoy, dos pateras llegaron por sus medios a #LANZAROTE. La primera arribó al Muelle de Órzola con 47…",2022-10-19 00:01:44+00:00
SARwatchMED,RT @ekathimerini: Bare life in Evros https://t.co/P63mEHe34n https://t.co/TGnAKSuuwm,2022-10-19 00:01:42+00:00
SARwatchMED,"RT @ABoatReport: Here is the weekly report for week 41 2022 from Aegean Boat Report. 
 
For more detailed statistics go to https://t.co/wNM…",2022-10-19 00:01:38+00:00
SARwatchMED,RT @RTVCes: Cerca de 300 #migrantes que iban a bordo de siete barcas han sido rescatados o llegado a tierra este martes en la Ruta Canaria:…,2022-10-19 00:01:36+00:00
SARwatchMED,"RT @InfoMigrants_ar: قالت بولينا باكولا المتحدثة باسم وكالة #فرونتكس إن ""عناصر فرونتكس أكدوا العثور على #المهاجرين عراة ويعاني بعضهم من جرو…",2022-10-19 00:01:31+00:00
SARwatchMED,RT @alarm_phone: We received confirmation that the 45 people were finally rescued by @salvamentogob. We are relieved they all survived the…,2022-10-19 00:01:29+00:00
SARwatchMED,"RT @Heroesdelmar: 🆘PATERAS DESAPARECIDAS 🆘

Todavía hay 2 Pateras Desaparecidas con 12 y 10 Personas que salieron el Domingo desde Mostagan…",2022-10-19 00:01:25+00:00
SARwatchMED,"RT @seawatch_intl: Due to the arbitrary blockade of the #SeaWatch3, we currently have no ship in operation - nevertheless, we fly with #Sea…",2022-10-19 00:01:21+00:00
SARwatchMED,RT @VassilisTsarnas: a preliminary investigation.. The 🇬🇷 investigative authorities often leak alleged criminal investigations initiated ag…,2022-10-19 00:01:17+00:00
SARwatchMED,"RT @VassilisTsarnas: #Greece: Smear campaign against @PDimitras for defending #migrants' rights | ""@Kathimerini_gr’s article portrays Mr Di…",2022-10-19 00:01:13+00:00
SARwatchMED,"RT @RTVCes: @salvamentogob informa que la Guardamar #Polimnia ha rescatado 3 pateras con 126 personas en total (113 hombres, 11 mujeres y 2…",2022-10-19 00:01:09+00:00
SARwatchMED,RT @TapNewsAgency: #Tunisia: the 1st investigating judge at the 1st Instance Court in #Medenine undertook to investigate the circumstances…,2022-10-18 17:37:50+00:00
SARwatchMED,"RT @Seebruecke_intl: With a majority vote, the city of #Bergkamen declares itself a safe harbour for refugees. Bergkamen thus declares its…",2022-10-18 17:30:59+00:00
SARwatchMED,"RT @teammareliberum: 🆘 on #Chios

Two groups of new arrivals have been staying in the forest for seven days, they are afraid of a #pushback…",2022-10-18 17:30:52+00:00
